Saint ID,Saint,Primary Museum Section,Alternative Museum Sections,Museum Section Tier,Museum Section Confidence,Museum Section Rationale,Museum Section Internal Placement Note,Family ID,Curatorial Family,Family Size,Spiritual regions,Sampradaya,Normalized places
recSZ8Fcf0kN0uvm4,Sri Bhakti Vedanta Tridandi Goswami Maharaj of Siliguri (Sri Keshava Goswami Gaudiya Math),"Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,North Bengal,(No Sampradaya),"Siliguri, West Bengal, India"
rec5Fk0gFRU0FohDv,Sri Bhakti Vedanta Vaman Goswami Maharaj of Siliguri (Sri Shyam sundar Gaudiya Math),"Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,North Bengal,(No Sampradaya),"Siliguri, West Bengal, India"
recu6BNpxPrBr8SsE,"Sri Chinmoy (Kumar Ghose) of Chittagong, Bangladesh ","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,South Asia,(No Sampradaya),"Chittagong, Bangladesh"
recp8UqwZZqAL2Usl,Sri Chun Chun Nath Agori Baba of Kathmandu,"Bengal Shakta, Baul & Modern Saints",Girnar & Nath Traditions,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,South Asia,(No Sampradaya),"Kathmandu, Nepal, Nepal"
rec8JtkUJLI9wSvwu,"Sri Cuddapah Paramahamsa Yogeeshwar Swami of Bangalore, Karnataka","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Bengaluru Spiritual Sphere,(No Sampradaya),"Bengaluru, Karnataka, India"
recXXBTDJy7Tp8LoG,Sri Dadaji Dilip Kumar Roy of Pune ,"Bengal Shakta, Baul & Modern Saints",Maharashtra Guru Lineages,Secondary,High,Virtual curatorial Sri Aurobindo family: Dadaji Dilip Kumar Roy is treated as a disciple of Sri Aurobindo and guru of Indira Devi. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Virtual curatorial Sri Aurobindo family: Dadaji Dilip Kumar Roy is treated as a disciple of Sri Aurobindo and guru of Indira Devi.,FAM-042,CUR-FAM-AUROBINDO-INTEGRAL-YOGA,2,Modern Guru Centers,(No Sampradaya),"Pune, Maharashtra, India"
recbZIJBveOYqWWs5,"Sri Dandi Swami Damodarashram of Addyapeeth, Calcutta","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kolkata Spiritual Sphere,(No Sampradaya),"Addyapeeth, Kolkata, West Bengal, India"
recsmno4Rquvfnth2,Sri Gajanan Maharaj of Shivpuri,"Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,South Asia,(No Sampradaya),"Shivapuri, Nepal"
recD9UOKV9Nx2vJlO,"Sri Ganapathi Sachchidananda Swamiji of Datta Peetham, Mysore ","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Bengaluru Spiritual Sphere,(No Sampradaya),"Mekedatu, Karnataka, India
Mysore, Karnataka, India"
recc9hYwqqmB3Di2r,"Sri Gaudi Das Pandit of Ambika Kalna, West Bengal ","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,West Bengal General,(No Sampradaya),West Bengal
rec7Jp1JDp4Vm9470,"Sri Govindanand Giri Maharaj of Bongram Ashram, West Bengal","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,West Bengal General,(No Sampradaya),West Bengal
recFwJWKusgV51Uso,Sri Haridas Dey of Burdwaan ,"Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Bardhaman Region,(No Sampradaya),"Burdwaan, West Bengal, India
Bardwan, West Bengal, India"
recXYK78omBVuEYQM,Sri Indira Devi of Pune,"Bengal Shakta, Baul & Modern Saints",Maharashtra Guru Lineages,Secondary,High,Virtual curatorial Sri Aurobindo family: Indira Devi is treated as a disciple of Dadaji Dilip Kumar Roy. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Virtual curatorial Sri Aurobindo family: Indira Devi is treated as a disciple of Dadaji Dilip Kumar Roy.,FAM-042,CUR-FAM-AUROBINDO-INTEGRAL-YOGA,2,Modern Guru Centers,(No Sampradaya),"Pune, Maharashtra, India"
recvvFRsuylwBC0r3,Sri Kali Shankar Chattapaday of Tarapith,"Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Shakta Bengal,(No Sampradaya),"Tarapith, West Bengal, India"
recpyhIScDxJbDdE1,Sri Kamaal Darvesh Dargaah of Shivpuri ,"Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,South Asia,(No Sampradaya),"Shivapuri, Nepal"
recx3CeojSYmBeHkQ,Sri Karunamayi of Bangalore ,"Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Bengaluru Spiritual Sphere,(No Sampradaya),"Bengaluru, Karnataka, India"
recSUU4X56pAqF1JC,Sri Lakshmi Mani Devi of Calcutta ,"Bengal Shakta, Baul & Modern Saints",Needs Research,Secondary,High,Family override from FAM-008 (Sri (Ishwar) Tota Puri Baba Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,"Organize inside Bengal Shakta, Baul & Modern Saints using FAM-008 family context before geography.",FAM-008,,5,Kolkata Spiritual Sphere,(No Sampradaya),"Kolkata, West Bengal, India"
recrWjhRIBpUX7A6J,Sri Lal Baba of Calcutta near Belur Math,"Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kolkata Spiritual Sphere,(No Sampradaya),"Kolkata, West Bengal, India"
recdMxyeocl1lyD6a,Sri Lokanath Baba of Bangladesh,"Bengal Shakta, Baul & Modern Saints",Girnar & Nath Traditions,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,South Asia,(No Sampradaya),Bangladesh
rec8bJoneLtPZ4aZv,Sri Mahan Odukathur Swamigal of Bangalore,"Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Bengaluru Spiritual Sphere,(No Sampradaya),"Bengaluru, Karnataka, India"
recXa1fpOwmlwQ4YH,Sri Mahendranath Gupta of Calcutta (or Master Mahasaya) ,"Bengal Shakta, Baul & Modern Saints",Girnar & Nath Traditions,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kolkata Spiritual Sphere,(No Sampradaya),"Kolkata, West Bengal, India"
recgjan7BxjyG7CeZ,Sri Manisen of Panihati ,"Bengal Shakta, Baul & Modern Saints",Gaudiya Vaishnava; Jagannath-Puri & Odisha,Secondary,High,Family override from FAM-008 (Sri (Ishwar) Tota Puri Baba Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,"Organize inside Bengal Shakta, Baul & Modern Saints using FAM-008 family context before geography.",FAM-008,,5,Jagannath-Puri Tradition,Gaudiya Vaishnava,"Puri, Odisha, India"
recLT8AYxRj4RaEHW,Sri Mata Mukthambika Devi of Bangalore ,"Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Bengaluru Spiritual Sphere,(No Sampradaya),"Bengaluru, Karnataka, India"
recb4HUZeReDXmY7M,Sri Milk Baba of Kathmandu ,"Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,South Asia,(No Sampradaya),Nepal
recvXsFbwopnW8RTA,"Sri Mirra Alfassa of Auroville, near Puducherry, Tamil Nadu","Bengal Shakta, Baul & Modern Saints",Shaiva Siddhanta & Tamil Traditions,Featured,High,Virtual curatorial Sri Aurobindo family: Sri Mirra Alfassa is treated as Sri Aurobindo's spiritual partner and coworker; Sri Aurobindo is not represented as a saint row because relics are not in the table. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,Virtual curatorial Sri Aurobindo family: Sri Mirra Alfassa is treated as Sri Aurobindo's spiritual partner and coworker; Sri Aurobindo is not represented as a saint row because relics are not in the table.,,CUR-FAM-AUROBINDO-INTEGRAL-YOGA,,Tamil Nadu General,(No Sampradaya),Tamil Nadu
recGTQ2TC1ssjCdZE,"Sri Mithai Baba of Bakreshwar, West Bengal","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,West Bengal General,(No Sampradaya),West Bengal
rec0UdBlKfO9mbpZD,"Sri Mokshada Sundari Devi of Kheora, Bangladesh ","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,South Asia,(No Sampradaya),Bangladesh
recUHQFRRY8a8a304,Sri Narayan Raju of Mysore,"Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Bengaluru Spiritual Sphere,(No Sampradaya),"Mysore, Karnataka, India"
recv7xsxOB32vlFNE,"Sri Nichidatsu Fujii (Fujii Guruji) of Peace, Pagoda, Darjeeling ","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,North Bengal,(No Sampradaya),"Darjeeling, West Bengal, India"
recuxjz5o7wTClAy5,"Sri Pandit Mahaveer Prasad Saraswat of Kalimpong (Jagadish Mandir, Strawberry) ","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,North Bengal,(No Sampradaya),"Kalimpong, West Bengal, India"
recRivuJkmJR7uYVc,"Sri Paramahamsa Guruji Sri 108 Mangal Das ji Maharaj of Siliguri (Pranaami Road, Pranaami Mandir)","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,North Bengal,(No Sampradaya),"Siliguri, West Bengal, India"
recO2Oq0MmSBpw5QK,"Sri Paramahamsa Tibbeti Baba of Syhlet, Bangladesh ","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,South Asia,(No Sampradaya),Bangladesh
reckV8sJXL5cq978J,Sri Paramahansa Ramakrishna of Calcutta,"Bengal Shakta, Baul & Modern Saints",Needs Research,Featured,High,Family override from FAM-008 (Sri (Ishwar) Tota Puri Baba Family); family placement takes priority over geography. Explicit archivalist featured saint override: Sri Paramahamsa Ramakrishna. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,"Organize inside Bengal Shakta, Baul & Modern Saints using FAM-008 family context before geography.",FAM-008,,5,Kolkata Spiritual Sphere,(No Sampradaya),"Kolkata, West Bengal, India"
recS8S1NXfk8NgRoq,"Sri Parvathy Baul of Thiruvananthapuram, Kerala (originally from Bengal)","Bengal Shakta, Baul & Modern Saints",Needs Research,Secondary,Medium,Family override from FAM-026 (Baul); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,"Organize inside Bengal Shakta, Baul & Modern Saints using FAM-026 family context before geography.",FAM-026,,3,"West Bengal General
Kerala General",Baul,"West Bengal, India
Kerala, India"
recEl1aeAqZWFDMSu,Sri Ram Thakur Maharaj of Burdwan ,"Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Bardhaman Region,(No Sampradaya),"Burdwaan, West Bengal, India"
recX9wYe8fUdPLhPX,"Sri Rām Thakur of Mirchoba, Chotonilpur, Bardwan, West Bengal","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Bardhaman Region,(No Sampradaya),"Bardwan, West Bengal, India"
recgWx4aYAekvRxg1,"Sri Ramani Mohan Chakrabarti later Bholanath of Haridwar, Dehradun, Uttharkand/ Vikrampur, UP","Bengal Shakta, Baul & Modern Saints",Rishikesh-Haridwar & Himalayan Monastic Lineages; Girnar & Nath Traditions,Secondary,High,Family override from FAM-010 (Sri Anandamoyi Ma Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,"Organize inside Bengal Shakta, Baul & Modern Saints using FAM-010 family context before geography.",FAM-010,,5,Rishikesh-Haridwar Spiritual Corridor,(No Sampradaya),"Haridwar, Uttarakhand, India"
recT2VuCD6lF7YwX0,"Sri Ramdas Babaji of Pathbari Ashram, Calcutta  ","Bengal Shakta, Baul & Modern Saints",Needs Research,Secondary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.",Family FAM-067 is present but not mapped to a stronger section override; review family tree if this placement feels off.,FAM-067,,2,Kolkata Spiritual Sphere,(No Sampradaya),"Kolkata, West Bengal, India"
rec7pUhtDroFBKYZ9,"Sri Ravi Gopalam Nair of Nedumangad, Trivandrum, Kerala","Bengal Shakta, Baul & Modern Saints",Needs Research,Secondary,Medium,Family override from FAM-026 (Baul); family placement takes priority over geography. Explicit archivalist tier override: Sri Ravi Gopalam Nair should be secondary. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,"Organize inside Bengal Shakta, Baul & Modern Saints using FAM-026 family context before geography.",FAM-026,,3,Southern Kerala,Baul,"Thiruvananthapuram, Kerala, India"
recQjButx9sSHerz2,"Sri Sadak Ramprasad of Halisahar, Smriti Mandir","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kolkata Spiritual Sphere,(No Sampradaya),"Halisahar, West Bengal, India"
recm1oj2WvIO91EQB,"Sri Sakalama Mata (Guru Jyothi Pattabhiram) of Ramanagara Channapatna, Bengaluru","Bengal Shakta, Baul & Modern Saints",Needs Research,Tertiary,Medium,"Spiritual region maps to Bengal Shakta, Baul & Modern Saints. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Bengaluru Spiritual Sphere,(No Sampradaya),"Bengaluru, Karnataka, India"
reci9HfgQoLxj6igt,"Sri Shashanko Goshai of Shingar Village of Murshidabad District, West Bengal ","Bengal Shakta, Baul & Modern Saints",Needs Research,Secondary,Medium,Family override from FAM-026 (Baul); family placement takes priority over geography. Explicit archivalist tier override: Sri Shashanko Goshai should be secondary. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,"Organize inside Bengal Shakta, Baul & Modern Saints using FAM-026 family context before geography.",FAM-026,,3,West Bengal General,Baul,West Bengal
